"personid","sex","Birthyeargroup","ethnicity"
"190868","0","14","1"
"375636","0","15","1"
"68690","1","21","1"
"340398","0","14","1"
"244710","0","9","1"
"170586","0","14","1"
"263166","1","15","1"
"380867","0","19","1"
"431488","0","16","1"
"461679","0","17","1"
"358655","0","15","1"
"451930","0","13","1"
"138965","1","16","1"
"347604","0","16","1"
"227762","0","15","1"
"137957","1","23","1"
"107920","0","10","1"
"396605","1","14","1"
"315964","0","18","1"
"2060","1","13","1"
"83544","0","11","1"
"407846","1","14","1"
"349297","0","13","1"
"48969","1","18","1"
"37316","0","7","1"
"265273","0","5","1"
"338917","1","8","1"
"266620","1","14","1"
"394587","1","24","1"
"333386","1","15","1"
"369256","1","13","1"
"285676","1","20","1"
"239958","1","11","1"
"144097","1","20","1"
"454408","0","13","1"
"382026","0","18","1"
"128942","1","16","1"
"39077","0","16","1"
"337076","0","11","1"
"442368","1","13","1"
"117817","0","15","1"
"425019","0","18","1"
"192411","1","15","1"
"449527","1","14","1"
"116021","1","18","1"
"171032","1","10","1"
"4007","1","20","1"
"393556","0","18","0"
"8313","1","8","1"
"439748","0","12","1"
"14490","0","7","1"
"342371","0","21","1"
"279621","0","9","1"
"74578","1","9","1"
"203531","0","12","1"
"363323","0","4","1"
"66199","1","15","1"
"224509","1","19","1"
"185861","0","11","1"
"263380","1","18","1"
"68819","0","14","1"
"116116","0","13","1"
"74814","0","13","1"
"335415","1","15","1"
"65745","1","15","1"
"318787","0","15","1"
"347662","0","13","1"
"243628","0","14","1"
"151533","0","24","1"
"260427","0","14","1"
"66591","0","14","1"
"35165","1","9","1"
"23288","1","19","1"
"32605","1","12","1"
"226246","1","17","1"
"433454","0","11","1"
"456401","0","14","1"
"404755","0","9","1"
"183930","0","15","1"
"39555","1","14","1"
"125769","1","16","1"
"191231","1","13","1"
"204881","0","10","1"
"318045","0","17","1"
"111264","1","17","1"
"98460","1","15","1"
"456334","1","19","1"
"183874","1","15","1"
"293204","0","9","1"
"75126","1","11","1"
"167945","0","17","1"
"249137","0","17","1"
"310533","1","10","1"
"166825","0","10","1"
"86182","0","14","1"
"139040","0","16","1"
"186600","0","17","1"
"263957","0","11","1"
"214545","0","14","0"
"238674","0","10","1"
"127971","0","15","1"
"395231","1","22","1"
"117326","0","8","1"
"444742","0","14","1"
"298509","1","10","1"
"432695","1","10","1"
"411246","0","10","1"
"104038","0","13","1"
"195328","1","9","1"
"338630","0","23","1"
"221350","1","12","1"
"127149","1","19","1"
"230031","0","16","1"
"191711","0","13","1"
"210301","0","14","1"
"317280","0","12","1"
"411327","0","10","1"
"344937","1","16","1"
"263382","0","18","1"
"16581","1","17","1"
"71925","1","15","1"
"241693","0","7","1"
"19800","0","20","1"
"163530","0","15","1"
"424116","0","16","1"
"383755","0","14","1"
"237938","0","21","1"
"250108","1","11","1"
"48617","0","19","0"
"208437","0","15","1"
"450547","1","17","1"
"55258","0","20","1"
"204041","0","13","1"
"191065","0","12","1"
"252836","1","22","1"
"2281","0","17","1"
"412114","0","15","1"
"49563","0","11","1"
"270395","0","7","1"
"450074","0","15","1"
"404324","1","13","1"
"373945","0","18","1"
"349675","0","7","1"
"192264","1","18","1"
"240690","1","14","1"
"415183","1","14","1"
"340074","1","13","1"
"391527","1","14","1"
"45411","0","18","1"
"347115","0","15","1"
"223377","1","18","1"
"273082","0","16","1"
"445945","0","15","1"
"377312","1","16","1"
"32473","1","10","1"
"62603","1","16","1"
"346672","1","17","1"
"118906","0","14","1"
"302452","1","18","1"
"345064","0","18","1"
"206616","0","9","1"
"29029","0","5","1"
"251743","1","12","1"
"348982","0","12","1"
"146754","1","15","1"
"121672","0","15","1"
"359087","1","23","1"
"81350","1","14","1"
"91974","0","22","1"
"11734","1","8","1"
"150643","1","21","1"
"426926","0","10","1"
"336707","1","20","1"
"118883","1","16","1"
"122076","0","14","1"
"450175","1","10","1"
"295643","1","13","1"
"220531","1","14","1"
"240056","0","7","1"
"234776","1","11","1"
"326530","1","10","1"
"102028","0","12","1"
"121726","1","13","1"
"434972","0","12","1"
"397333","1","6","1"
"45621","0","11","1"
"370265","1","11","1"
"272874","0","17","1"
"61578","1","10","1"
"124654","0","11","1"
"345055","1","9","1"
"57604","0","10","1"
"202833","0","10","1"
"184934","0","10","1"
"128531","1","9","1"
"296522","1","11","1"
"38652","1","15","0"
"58886","0","18","1"
"70091","0","13","1"
"319594","0","15","1"
"15649","0","12","1"
"149745","1","10","1"
"367497","1","16","1"
"383218","1","16","1"
"150896","1","11","1"
"51675","0","13","1"
"369662","0","14","1"
"4356","1","10","1"
"329222","0","14","1"
"61553","0","14","1"
"281588","1","15","1"
"140799","1","10","1"
"249725","1","12","1"
"392156","1","14","1"
"34647","1","16","1"
"3614","1","22","1"
"97515","1","14","1"
"438710","1","6","1"
"203512","1","12","1"
"301825","0","23","1"
"194010","1","15","1"
"295936","0","18","1"
"444480","1","7","1"
"301792","0","7","1"
"71618","0","13","1"
"218649","0","8","1"
"222537","0","13","1"
"376650","1","11","1"
"108483","0","15","1"
"2462","0","12","1"
"4796","1","21","1"
"342017","0","15","1"
"152687","0","22","1"
"424468","1","8","1"
"199726","1","15","1"
"29377","0","12","1"
"351850","0","16","1"
"130431","1","9","1"
"223902","0","17","1"
"208663","0","16","1"
"26174","1","15","1"
"155718","0","8","1"
"238801","1","13","1"
"70180","1","21","1"
"243756","1","24","1"
"324338","1","15","1"
"255055","1","23","1"
"418802","0","9","1"
"322567","0","12","1"
"183778","1","7","1"
"126220","1","16","1"
"129859","1","19","1"
"1126","1","19","1"
"97004","0","8","1"
"437381","1","14","1"
"71899","1","7","1"
"35913","0","16","1"
"352408","0","20","1"
"273123","0","15","1"
"391104","0","15","1"
"235702","0","10","1"
"362182","0","22","1"
"130777","1","17","1"
"140649","1","16","1"
"171943","0","8","1"
"282558","0","6","1"
"352818","1","16","1"
"396531","0","15","1"
"120175","0","11","1"
"200205","0","23","1"
"117327","0","15","1"
"449867","1","6","1"
"237687","1","23","1"
"77355","0","19","1"
"285833","0","10","1"
"61199","1","13","1"
"301748","0","8","1"
"431476","1","8","1"
"366609","1","20","1"
"55717","1","15","1"
"437602","1","8","1"
"39698","0","20","1"
"133639","0","14","1"
"287754","1","19","1"
"187755","1","12","1"
"440389","0","15","1"
"70739","0","15","1"
"423157","1","13","1"
"260107","1","9","1"
"181315","1","21","1"
"73843","1","16","1"
"401408","1","16","1"
"420444","0","22","1"
"420072","1","16","1"
"74713","1","11","1"
"242607","0","13","1"
"336868","1","15","1"
"381189","1","17","1"
"412054","0","7","1"
"73516","1","17","1"
"95069","0","16","1"
"86174","1","13","1"
"40699","0","18","1"
"99813","1","12","1"
"321912","1","20","1"
"427253","0","13","1"
"214479","1","22","1"
"456678","0","20","1"
"227839","0","15","1"
"75876","0","21","1"
"1756","0","22","1"
"217825","1","13","1"
"211477","1","14","1"
"373647","1","14","1"
"49126","0","15","1"
"426274","0","17","1"
"414412","1","7","1"
"209296","1","10","1"
"122119","0","9","1"
"313840","1","12","1"
"419241","0","13","1"
"120334","0","10","1"
"291669","0","12","1"
"214427","0","13","1"
"371824","0","9","1"
"206431","1","13","1"
"198534","1","17","1"
"161309","1","13","1"
"355537","0","12","1"
"451492","1","12","1"
"10065","1","20","1"
"137491","1","17","1"
"146161","0","10","1"
"205591","1","12","1"
"174230","1","18","1"
"299808","0","18","1"
"191895","0","19","1"
"83806","0","15","1"
"358114","1","14","1"
"100208","1","23","1"
"73893","1","14","1"
"301668","1","7","1"
"286986","0","9","1"
"125660","0","8","1"
"268377","1","14","1"
"93063","0","15","1"
"147484","1","14","0"
"352522","0","15","1"
"21509","0","13","1"
"412677","0","13","1"
"34358","0","11","1"
"438316","1","12","1"
"415802","1","13","1"
"247303","0","11","1"
"202174","0","9","1"
"211628","0","12","1"
"455200","1","9","1"
"337585","0","16","1"
"53821","1","6","1"
"37228","0","12","1"
"163669","0","8","1"
"316660","0","15","1"
"422686","1","10","1"
"237373","1","14","1"
"387270","1","23","1"
"86187","0","12","1"
"344985","0","15","1"
"51358","1","18","1"
"266478","1","17","1"
"382845","0","15","1"
"356170","1","6","1"
"252989","1","21","1"
"131497","1","17","1"
"27561","0","16","1"
"392098","0","13","1"
"19298","0","15","1"
"425430","0","8","1"
"36780","0","13","1"
"384790","0","8","1"
"427372","0","11","1"
"360437","0","15","1"
"218378","0","8","1"
"344902","1","18","1"
"423415","0","22","1"
"94559","0","11","1"
"205570","0","19","1"
"314835","1","24","1"
"240600","0","20","1"
"217666","1","10","1"
"392083","1","18","1"
"375841","1","12","1"
"439941","1","14","1"
"412491","1","15","1"
"246269","1","16","1"
"441904","0","21","1"
"134716","0","11","1"
"7870","0","17","1"
"395364","1","16","1"
"85482","0","15","1"
"63051","1","7","1"
"402088","0","14","1"
"75630","1","12","1"
"114307","0","16","1"
"279168","1","22","1"
"416793","0","21","1"
"252800","1","15","1"
"252373","0","18","1"
"65784","0","17","1"
"17564","0","16","1"
"265727","0","8","1"
"282125","0","15","1"
"434691","0","9","1"
"173630","0","9","1"
"315272","0","15","1"
"320278","0","7","1"
"137925","0","11","1"
"101432","1","10","1"
"33032","0","13","1"
"135843","1","15","1"
"243323","1","14","1"
"448292","1","13","1"
"279769","0","11","1"
"437424","1","13","1"
"190266","0","16","1"
"434151","1","13","1"
"155809","0","15","1"
"178448","1","20","1"
"165338","0","12","1"
"455656","0","13","1"
"55696","1","13","1"
"235053","1","19","1"
"209490","1","18","1"
"146078","1","20","1"
"104480","1","16","1"
"424712","0","15","1"
"451175","0","11","1"
"165807","1","15","1"
"235666","1","9","1"
"450088","0","14","0"
"117668","1","10","1"
"386371","0","11","1"
"377818","0","15","1"
"26281","0","12","1"
"151739","0","16","1"
"194495","1","7","1"
"367977","1","15","1"
"403374","1","19","1"
"269744","1","14","1"
"365675","1","14","1"
"373268","0","13","1"
"240674","0","11","1"
"123557","1","15","1"
"442002","1","8","1"
"348775","1","22","1"
"284773","0","16","1"
"1002","0","14","1"
"170600","0","16","1"
"304437","1","18","1"
"367897","0","19","1"
"2299","1","20","1"
"90859","0","19","1"
"37323","0","21","1"
"342476","0","12","1"
"455303","1","20","1"
"403783","0","7","1"
"423547","1","10","1"
"313848","0","21","1"
"97598","1","12","1"
"12420","1","14","1"
"159828","0","9","1"
"384641","0","14","1"
"245151","1","17","1"
"54168","0","16","1"
"229058","1","19","1"
"267863","0","17","1"
"427234","0","12","1"
"321478","0","16","1"
"139614","0","9","1"
"98684","1","13","1"
"201031","1","16","1"
"233146","1","16","1"
"56900","0","14","1"
"309221","1","12","1"
"455628","1","14","1"
"430965","1","12","1"
"185167","1","12","1"
"125496","1","12","1"
"388424","1","14","1"
"226443","0","14","1"
"255139","1","22","1"
"128036","0","14","1"
"255813","1","15","1"
"124332","0","13","1"
"401019","0","16","1"
"114002","0","18","1"
"262966","0","20","1"
"96351","1","11","1"
"118007","0","14","1"
"451672","1","14","1"
"10013","0","16","1"
"238884","0","17","1"
"267846","0","16","1"
"172403","1","16","1"
"215895","1","9","1"
"201518","1","18","1"
"459580","1","10","1"
"217510","0","11","1"
"417738","1","18","1"
"392611","1","11","1"
"394437","1","8","1"
"421637","1","12","1"
"407918","0","17","1"
"311654","0","14","1"
"421927","1","12","1"
"200974","1","10","1"
"17857","1","9","1"
"55467","1","14","1"
"378897","0","11","1"
"353789","0","12","1"
"330998","0","15","1"
"318087","1","8","1"
"455469","0","19","1"
"388541","0","10","1"
"460507","1","21","1"
"340721","0","7","1"
"122942","1","16","1"
"127159","0","14","1"
"273297","1","12","1"
"377533","0","13","1"
"239784","0","13","1"
"414451","0","16","1"
"308365","1","12","1"
"61918","1","11","1"
"148617","0","14","1"
"324139","1","13","1"
"13310","1","17","1"
"288896","1","10","1"
"215163","1","20","1"
"337654","1","12","1"
"137697","1","5","1"
"169424","0","17","1"
"305217","0","14","1"
"370469","0","9","1"
"188783","0","15","1"
"360647","1","19","1"
"258832","1","10","1"
"430680","1","9","1"
"6298","1","14","1"
"243392","0","14","1"
"17601","0","12","1"
"459267","1","13","1"
"415899","0","22","1"
"282792","0","21","1"
"53743","0","15","1"
"90478","0","21","1"
"323980","0","10","1"
"32461","1","15","1"
"426998","1","22","1"
"21912","0","13","1"
"283815","1","17","1"
"380653","1","22","1"
"362118","1","13","1"
"70339","1","10","1"
"355547","1","21","1"
"395868","0","21","1"
"339432","1","10","1"
"446172","1","19","1"
"395942","0","14","1"
"306542","1","14","1"
"189967","1","14","1"
"96405","0","11","1"
"232120","0","15","1"
"157992","1","23","1"
"305874","1","18","1"
"427852","1","11","1"
"353041","0","16","1"
"46995","0","7","1"
"77173","0","14","1"
"40776","0","19","1"
"299191","1","16","1"
"380644","1","19","1"
"114413","0","23","1"
"259784","0","10","1"
"285489","0","15","1"
"142417","0","13","1"
"166756","0","7","1"
"210114","0","17","1"
"268444","1","12","1"
"166891","0","9","1"
"342424","1","10","1"
"3899","1","19","1"
"143499","0","17","1"
"460899","1","19","1"
"427683","0","8","1"
"51640","1","11","1"
"147212","1","18","1"
"215125","1","17","1"
"399424","1","21","1"
"402077","0","21","1"
"356931","1","14","1"
"434908","0","16","1"
"290374","0","17","1"
"353259","0","18","1"
"26924","0","21","1"
"140919","0","10","1"
"216110","1","9","1"
"106727","0","11","1"
"194126","0","11","1"
"112150","1","16","1"
"326251","0","22","1"
"429316","1","15","1"
"60591","0","13","1"
"311372","1","10","1"
"193197","0","14","1"
"225151","1","17","1"
"72869","0","14","1"
"186279","1","15","1"
"252403","1","15","1"
"262451","1","15","1"
"373426","0","14","1"
"150879","0","14","1"
"372463","1","16","1"
"383293","0","11","1"
"199064","1","9","1"
"395188","1","7","1"
"208964","1","20","1"
"250140","0","13","1"
"286021","1","17","1"
"170489","0","15","1"
"447052","0","21","1"
"388046","0","21","1"
"177322","0","12","1"
"446836","1","16","1"
"437047","1","8","1"
"393737","0","15","1"
"284742","0","15","1"
"265059","1","21","1"
"59533","1","11","1"
"316882","0","18","1"
"380349","1","11","1"
"270708","0","15","1"
"277380","0","15","1"
"284505","0","11","1"
"75986","1","12","1"
"41991","0","16","1"
"47557","0","20","1"
"202811","1","13","1"
"144767","0","15","1"
"194257","1","11","1"
"69429","1","13","1"
"8964","1","14","1"
"314634","0","21","1"
"214456","1","9","1"
"206900","1","12","1"
"366965","0","16","1"
"221629","0","15","1"
"349832","0","9","1"
"133190","1","9","1"
"163261","1","15","1"
"20916","0","18","1"
"72152","1","17","1"
"172679","0","17","1"
"41683","0","15","1"
"290496","1","19","1"
"127209","0","12","1"
"317158","1","7","1"
"337266","0","15","1"
"189149","1","16","1"
"411371","1","18","1"
"143187","0","11","1"
"111254","0","10","1"
"443280","0","9","1"
"132955","1","18","1"
"34529","1","18","1"
"58570","1","13","1"
"97796","0","16","1"
"172831","1","15","1"
"300155","1","9","1"
"12813","0","17","1"
"212825","0","5","1"
"106","0","9","1"
"267166","0","7","1"
"21612","1","14","1"
"351719","0","10","1"
"114169","1","14","1"
"398595","0","12","1"
"235932","1","20","1"
"316797","0","15","1"
"380057","1","8","1"
"348566","1","14","1"
"209892","1","16","1"
"141646","1","15","1"
"309286","0","11","1"
"369313","0","20","1"
"61503","1","13","1"
"447953","1","13","1"
"365178","1","16","1"
"190850","0","16","1"
"232096","0","13","1"
"347335","0","13","1"
"397206","1","20","1"
"414176","0","9","1"
"7680","1","15","1"
"347451","1","9","1"
"350898","1","14","1"
"250213","0","12","1"
"62904","0","14","1"
"334571","1","11","1"
"99844","1","13","1"
"450211","1","20","1"
"192455","1","17","1"
"385550","0","13","1"
"47550","0","15","1"
"343942","1","21","1"
"379903","0","11","1"
"320999","1","11","1"
"254377","0","6","1"
"100328","1","20","1"
"200686","0","15","1"
